word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
3963,drift,0,0,0,0,0,0,0,0,0,0
3964,drifted,0,0,0,0,0,0,0,0,0,0
3965,drill,0,0,0,0,0,0,0,0,0,0
3966,drink,0,0,0,0,0,0,0,0,0,0
3967,drinking,0,0,0,0,0,1,0,0,0,0
3968,drip,0,0,0,0,0,0,0,0,0,0
3969,dripping,0,0,0,0,0,0,0,0,0,0
3970,drivel,0,0,1,0,0,1,0,0,0,0
3971,driver,0,0,0,0,0,0,0,0,0,0
3972,driveway,0,0,0,0,0,0,0,0,0,0
3973,drizzle,0,0,0,0,0,0,0,0,0,0
3974,droll,0,0,0,0,0,0,0,0,0,0
3975,drone,0,0,0,0,0,1,0,0,0,0
3976,drool,0,0,1,0,0,0,0,0,0,0
3977,drooping,0,0,0,0,0,1,0,0,0,0
3978,drop,0,0,0,0,0,0,0,0,0,0
3979,droplet,0,0,0,0,0,0,0,0,0,0
3980,drought,0,0,0,0,0,1,0,0,0,0
3981,drove,0,0,0,0,0,0,0,0,0,0
3982,drown,0,0,0,1,0,1,0,1,0,0
3983,drowsiness,0,0,0,0,0,1,0,0,0,0
3984,drowsy,0,0,0,0,0,0,0,0,0,0
3985,drudgery,0,0,0,0,0,1,0,0,0,0
3986,drug,0,0,0,0,0,0,0,0,0,0
3987,drugged,0,0,0,0,0,0,0,1,0,0
3988,drugstore,0,0,0,0,0,0,0,0,0,0
3989,druid,0,0,0,0,0,0,0,0,0,0
3990,drum,0,0,0,0,0,0,0,0,0,0
3991,drummer,0,0,0,0,0,0,0,0,0,0
3992,drumming,0,0,0,0,0,0,0,0,0,0
3993,drunken,0,0,1,0,0,1,0,0,0,0
3994,drunkenness,0,0,0,0,0,1,0,0,0,0
3995,dry,0,0,0,0,0,0,0,0,0,0
3996,dryness,0,0,0,0,0,0,0,0,0,0
3997,dual,0,0,0,0,0,0,0,0,0,0
3998,dualism,0,0,0,0,0,0,0,0,0,0
3999,duality,0,0,0,0,0,0,0,0,0,0
4000,dub,0,0,0,0,0,0,0,0,0,0
4001,dubious,0,0,0,1,0,1,0,0,0,1
4002,ducking,0,0,0,0,0,0,0,0,0,0
4003,duct,0,0,0,0,0,0,0,0,0,0
4004,ductile,0,0,0,0,0,0,0,0,0,0
4005,duds,0,0,0,0,0,0,0,0,0,0
4006,due,0,0,0,0,0,0,0,0,0,0
4007,duel,1,1,0,1,0,0,0,0,0,0
4008,dues,0,0,0,0,0,0,0,0,0,0
4009,duet,0,0,0,0,0,0,1,0,0,0
4010,dugout,0,0,0,0,0,0,0,0,0,0
4011,duke,0,0,0,0,0,0,1,0,0,0
4012,dull,0,0,0,0,0,1,0,1,0,0
4013,dumb,0,0,0,0,0,1,0,0,0,0
4014,dummy,0,0,0,0,0,1,0,0,0,0
4015,dump,0,0,0,0,0,0,0,0,0,0
4016,dumps,1,0,0,0,0,1,0,1,0,0
4017,dun,0,0,0,0,0,1,0,0,0,0
4018,dune,0,0,0,0,0,0,0,0,0,0
4019,dung,0,0,1,0,0,0,0,0,0,0
4020,dungeon,0,0,0,1,0,1,0,0,0,0
4021,duo,0,0,0,0,0,0,0,0,0,0
4022,dupe,1,0,0,0,0,1,0,0,0,0
4023,duplex,0,0,0,0,0,0,0,0,0,0
4024,duplicate,0,0,0,0,0,0,0,0,0,0
4025,duplication,0,0,0,0,0,0,0,0,0,0
4026,duplicity,1,0,0,0,0,1,0,0,0,0
4027,durability,0,0,0,0,0,0,1,0,0,1
4028,durable,0,0,0,0,0,0,1,0,0,1
4029,duration,0,0,0,0,0,0,0,0,0,0
4030,duress,1,0,1,1,0,1,0,1,0,0
4031,dusk,0,0,0,0,0,0,0,0,0,0
4032,dusky,0,0,0,0,0,0,0,0,0,0
4033,dust,0,0,0,0,0,1,0,0,0,0
4034,duster,0,0,0,0,0,0,0,0,0,0
4035,dusty,0,0,0,0,0,0,0,0,0,0
4036,dutiful,0,1,0,0,0,0,1,0,0,1
4037,dwarf,0,0,0,0,0,0,0,0,0,0
4038,dwarfed,0,0,0,1,0,1,0,1,0,0
4039,dwell,0,0,0,0,0,0,0,0,0,0
4040,dweller,0,0,0,0,0,0,0,0,0,0
4041,dwelling,0,0,0,0,0,0,0,0,0,0
4042,dye,0,0,0,0,0,0,0,0,0,0
4043,dying,1,0,1,1,0,1,0,1,0,0
4044,dyke,0,0,0,0,0,0,0,0,0,0
4045,dynamic,0,0,0,0,0,0,0,0,1,0
4046,dynamical,0,0,0,0,0,0,0,0,0,0
4047,dynamics,0,0,0,0,0,0,0,0,0,0
4048,dynamite,0,0,0,0,0,0,0,0,0,0
4049,dynasty,0,0,0,0,0,0,0,0,0,0
4050,dysentery,0,0,1,0,0,1,0,1,0,0
4051,dyspepsia,0,0,0,0,0,0,0,0,0,0
4052,eager,0,1,0,0,1,0,1,0,1,1
4053,eagerness,0,1,0,0,1,0,1,0,0,1
4054,eagle,0,0,0,0,0,0,0,0,0,1
4055,ear,0,0,0,0,0,0,0,0,0,0
4056,earl,0,0,0,0,0,0,1,0,0,0
4057,earlier,0,0,0,0,0,0,0,0,0,0
4058,early,0,0,0,0,0,0,0,0,0,0
4059,earn,0,0,0,0,0,0,1,0,0,0
4060,earnest,0,0,0,0,0,0,1,0,0,0
4061,earnestly,0,0,0,0,0,0,1,0,0,0
4062,earnestness,0,0,0,0,0,0,1,0,0,0
4063,earnings,0,0,0,0,0,0,0,0,0,0
4064,earring,0,0,0,0,0,0,0,0,0,0
4065,earshot,0,0,0,0,0,0,0,0,0,0
4066,earth,0,0,0,0,0,0,0,0,0,0
4067,earthenware,0,0,0,0,0,0,0,0,0,0
4068,earthly,0,0,0,0,0,0,0,0,0,0
4069,earthquake,1,0,0,1,0,1,0,1,1,0
4070,earthy,0,0,0,0,0,0,0,0,0,0
4071,ease,0,0,0,0,0,0,1,0,0,0
4072,easel,0,0,0,0,0,0,0,0,0,0
4073,easement,0,0,0,0,0,0,1,0,0,0
4074,easily,0,0,0,0,0,0,0,0,0,0
4075,easy,0,0,0,0,0,0,0,0,0,0
4076,easygoing,0,0,0,0,0,0,1,0,0,0
4077,eat,0,0,0,0,0,0,1,0,0,0
4078,eating,0,0,0,0,0,0,0,0,0,0
4079,eavesdropping,0,0,0,0,0,1,0,0,0,0
4080,ebb,0,0,0,0,0,0,0,0,0,0
4081,ebony,0,0,0,0,0,0,0,0,0,0
4082,eccentric,0,0,0,0,0,0,0,0,0,0
4083,eccentricity,0,0,0,0,0,0,0,0,0,0
4084,ecclesiastical,0,0,0,0,0,0,0,0,0,0
4085,echo,0,0,0,0,0,0,0,0,0,0
4086,eclectic,0,0,0,0,0,0,0,0,0,0
4087,eclipse,0,0,0,0,0,0,0,0,0,0
4088,ecliptic,0,0,0,0,0,0,0,0,0,0
4089,economical,0,0,0,0,0,0,0,0,0,0
4090,economics,0,0,0,0,0,0,0,0,0,0
4091,economy,0,0,0,0,0,0,0,0,0,1
4092,ecstasy,0,1,0,0,1,0,1,0,0,0
4093,ecstatic,0,1,0,0,1,0,1,0,1,0
4094,ecumenical,0,0,0,0,0,0,0,0,0,0
4095,eddy,0,0,0,0,0,0,0,0,0,0
4096,edge,0,0,0,0,0,0,0,0,0,0
4097,edging,0,0,0,0,0,0,0,0,0,0
4098,edible,0,0,0,0,0,0,0,0,0,0
4099,edict,0,0,0,1,0,1,0,0,0,0
4100,edification,0,1,0,0,1,0,1,0,0,1
4101,edifice,0,0,0,0,0,0,0,0,0,0
4102,edit,0,0,0,0,0,0,0,0,0,0
4103,edition,0,1,0,0,0,0,0,0,0,0
4104,editor,0,0,0,0,0,0,0,0,0,0
4105,editorial,0,0,0,0,0,0,0,0,0,0
4106,educate,0,0,0,0,0,0,1,0,0,0
4107,educated,0,0,0,0,0,0,1,0,0,0
4108,education,0,0,0,0,0,0,0,0,0,0
4109,educational,0,0,0,0,0,0,1,0,0,1
4110,eel,0,0,0,1,0,0,0,0,0,0
4111,effect,0,0,0,0,0,0,0,0,0,0
4112,effective,0,0,0,0,0,0,1,0,0,1
4113,effects,0,0,0,0,0,0,0,0,0,0
4114,effectual,0,0,0,0,0,0,0,0,0,0
4115,effectually,0,0,0,0,0,0,0,0,0,0
4116,effectuate,0,0,0,0,0,0,0,0,0,0
4117,effeminate,0,0,0,0,0,1,0,0,0,0
4118,efficacious,0,0,0,0,0,0,0,0,0,0
4119,efficacy,0,0,0,0,0,0,1,0,0,0
4120,efficiency,0,0,0,0,0,0,1,0,0,0
4121,efficient,0,1,0,0,0,0,1,0,0,1
4122,effigy,1,0,0,0,0,0,0,0,0,0
4123,effort,0,0,0,0,0,0,1,0,0,0
4124,effusion,0,0,0,0,0,0,0,0,0,0
4125,egg,0,0,0,0,0,0,0,0,0,0
4126,ego,0,0,0,0,0,0,0,0,0,0
4127,egotistical,0,0,1,0,0,1,0,0,0,0
4128,egregious,1,0,1,0,0,1,0,0,0,0
4129,egress,0,0,0,0,0,0,0,0,0,0
4130,eighth,0,0,0,0,0,0,0,0,0,0
4131,eighty,0,0,0,0,0,0,0,0,0,0
4132,ejaculate,0,0,0,0,0,0,0,0,0,0
4133,ejaculation,0,1,0,0,1,0,1,0,1,1
4134,eject,0,0,0,0,0,1,0,0,0,0
4135,ejection,0,0,0,0,0,1,0,0,0,0
4136,elaborate,0,0,0,0,0,0,0,0,0,0
4137,elaboration,0,0,0,0,0,0,1,0,0,0
4138,elan,0,0,0,0,0,0,0,0,0,0
4139,elapse,0,0,0,0,0,0,0,0,0,0
4140,elapsed,0,0,0,0,0,0,0,0,0,0
4141,elastic,0,0,0,0,0,0,0,0,0,0
4142,elasticity,0,0,0,0,0,0,0,0,0,0
4143,elated,0,0,0,0,1,0,1,0,0,0
4144,elbow,1,0,0,0,0,0,0,0,0,0
4145,eld,0,0,0,0,0,0,0,0,0,0
4146,elder,0,0,0,0,0,0,1,0,0,1
4147,elderly,0,0,0,0,0,0,0,0,0,0
4148,elders,0,0,0,0,0,0,1,0,0,1
4149,eldest,0,0,0,0,0,0,0,0,0,0
4150,elect,0,0,0,0,0,0,1,0,0,1
4151,election,0,0,0,0,0,0,0,0,0,0
4152,elector,0,0,0,0,0,0,0,0,0,0
4153,electorate,0,0,0,0,0,0,0,0,0,1
4154,electric,0,0,0,0,1,0,1,0,1,0
4155,electricity,0,0,0,0,0,0,1,0,0,0
4156,elegance,0,1,0,0,1,0,1,0,0,1
4157,elegant,0,0,0,0,1,0,1,0,0,0
4158,element,0,0,0,0,0,0,0,0,0,0
4159,elementary,0,0,0,0,0,0,0,0,0,0
4160,elements,0,0,0,0,0,0,0,0,0,0
4161,elephant,0,0,0,0,0,0,0,0,0,0
4162,elevate,0,0,0,0,0,0,0,0,0,0
4163,elevation,0,1,0,1,1,0,1,0,0,1
4164,elevator,0,0,0,0,0,0,0,0,0,0
4165,eleven,0,0,0,0,0,0,0,0,0,0
4166,eleventh,0,0,0,0,0,0,0,0,0,0
4167,elf,1,0,1,1,0,0,0,0,0,0
4168,elicit,0,0,0,0,0,0,0,0,0,0
4169,eligible,0,0,0,0,0,0,1,0,0,0
4170,elimination,1,0,1,1,0,1,0,1,0,0
4171,elite,0,1,0,0,1,0,1,0,0,1
4172,elk,0,0,0,0,0,0,0,0,0,0
4173,ell,0,0,0,0,0,0,0,0,0,0
4174,ellipse,0,0,0,0,0,0,0,0,0,0
4175,ellipsis,0,0,0,0,0,0,0,0,0,0
4176,ellipsoid,0,0,0,0,0,0,0,0,0,0
4177,elliptic,0,0,0,0,0,0,0,0,0,0
4178,elliptical,0,0,0,0,0,0,0,0,0,0
4179,elongate,0,0,0,0,0,0,0,0,0,0
4180,elongation,0,0,0,0,0,0,0,0,0,0
4181,eloquence,0,0,0,0,0,0,1,0,0,0
4182,eloquent,0,0,0,0,0,0,1,0,0,0
4183,elucidate,0,0,0,0,0,0,1,0,0,1
4184,elucidation,0,0,0,0,0,0,0,0,0,0
4185,elude,0,0,0,0,0,0,0,0,0,0
4186,elusive,0,0,0,0,0,1,0,0,1,0
4187,emaciated,0,0,0,1,0,1,0,1,0,0
4188,emanate,0,0,0,0,0,0,0,0,0,0
4189,emancipation,0,1,0,0,1,0,1,0,0,0
4190,embankment,0,0,0,0,0,0,0,0,0,0
4191,embargo,0,0,0,0,0,1,0,0,0,0
4192,embark,0,0,0,0,0,0,0,0,0,0
4193,embarrass,0,0,0,0,0,1,0,1,0,0
4194,embarrassing,0,0,0,0,0,1,0,0,0,0
4195,embarrassment,0,0,0,1,0,1,0,1,1,0
4196,embassy,0,0,0,0,0,0,0,0,0,0
4197,embed,0,0,0,0,0,0,0,0,0,0
4198,embellish,0,0,0,0,0,0,0,0,0,0
4199,embellishment,0,0,0,0,0,0,0,0,0,0
4200,embers,0,0,0,0,0,0,0,0,0,0
4201,embezzlement,0,0,0,0,0,1,0,0,0,0
4202,emblem,0,0,0,0,0,0,0,0,0,0
4203,emblematic,0,0,0,0,0,0,0,0,0,0
4204,embodiment,0,0,0,0,0,0,0,0,0,0
4205,embolism,0,0,0,1,0,1,0,1,0,0
4206,embossed,0,0,0,0,0,0,0,0,0,0
4207,embrace,0,1,0,0,1,0,1,0,1,1
4208,embroidered,0,0,0,0,0,0,0,0,0,0
4209,embroidery,0,0,0,0,0,0,0,0,0,0
4210,embroiled,0,0,0,0,0,1,0,0,0,0
4211,embryo,0,0,0,0,0,0,0,0,0,0
4212,embryonic,0,0,0,0,0,0,0,0,0,0
4213,emerald,0,0,0,0,0,0,0,0,0,0
4214,emerge,0,0,0,0,0,0,0,0,0,0
4215,emergence,0,0,0,0,0,0,0,0,0,0
4216,emergency,0,0,0,1,0,1,0,1,1,0
4217,emeritus,0,0,0,0,0,0,1,0,0,0
4218,emigrate,0,0,0,0,0,0,0,0,0,0
4219,emigration,0,0,0,0,0,0,0,0,0,0
4220,eminence,0,0,0,0,0,0,1,0,0,1
4221,eminent,0,0,0,0,0,0,1,0,0,0
4222,eminently,0,0,0,0,0,0,1,0,0,0
4223,emir,0,0,0,0,0,0,1,0,0,0
4224,emission,0,0,0,0,0,0,0,0,0,0
4225,emit,0,0,0,0,0,0,0,0,0,0
4226,emotion,0,0,0,0,0,0,0,0,0,0
4227,emotional,0,0,0,0,0,0,0,0,0,0
4228,emotive,0,0,0,0,0,0,0,0,0,0
4229,empathy,0,0,0,0,0,0,1,0,0,0
4230,emperor,0,0,0,0,0,0,0,0,0,0
4231,emphasis,0,0,0,0,0,0,0,0,0,0
4232,emphasize,0,0,0,0,0,0,0,0,0,1
4233,emphatic,0,0,0,0,0,0,0,0,0,0
4234,empire,0,0,0,0,0,0,0,0,0,0
4235,empirical,0,0,0,0,0,0,0,0,0,0
4236,empiricism,0,0,0,0,0,0,0,0,0,0
4237,employ,0,0,0,0,0,0,0,0,0,1
4238,employer,0,0,0,0,0,0,0,0,0,0
4239,employment,0,0,0,0,0,0,0,0,0,0
4240,emporium,0,0,0,0,0,0,0,0,0,0
4241,empower,0,0,0,0,0,0,1,0,0,0
4242,empress,0,0,0,0,0,0,0,0,0,0
4243,emptiness,0,0,0,0,0,0,0,1,0,0
4244,emption,0,0,0,0,0,0,0,0,0,0
4245,empty,0,0,0,0,0,0,0,0,0,0
4246,emulate,0,0,0,0,0,0,1,0,0,0
4247,emulsion,0,0,0,0,0,0,0,0,0,0
4248,enable,0,0,0,0,0,0,1,0,0,1
4249,enablement,0,0,0,0,0,0,1,0,0,1
4250,enact,0,0,0,0,0,0,0,0,0,0
4251,enactment,0,0,0,0,0,0,0,0,0,0
4252,enamel,0,0,0,0,0,0,0,0,0,0
4253,encampment,0,0,0,0,0,0,0,0,0,0
4254,enchant,0,1,0,0,1,0,1,0,1,0
4255,enchanted,0,0,0,0,1,0,1,0,0,1
4256,enchanting,0,1,0,0,1,0,1,0,0,0
4257,enchantment,0,0,0,0,0,0,0,0,0,0
4258,encircle,0,0,0,0,0,0,0,0,0,0
4259,encircling,0,0,0,0,0,0,0,0,0,0
4260,enclave,0,0,0,0,0,1,0,0,0,0
4261,enclose,0,0,0,0,0,0,0,0,0,0
4262,encode,0,0,0,0,0,0,0,0,0,0
4263,encompass,0,0,0,0,0,0,0,0,0,0
4264,encore,0,0,0,0,0,0,1,0,0,0
4265,encounter,0,0,0,0,0,0,0,0,0,0
4266,encourage,0,0,0,0,1,0,1,0,0,1
4267,encouragement,0,0,0,0,0,0,1,0,0,0
4268,encroach,0,0,0,0,0,0,0,0,0,0
4269,encroachment,0,0,0,1,0,1,0,0,0,0
4270,encrypt,0,0,0,0,0,0,0,0,0,0
4271,encumbrance,1,0,0,1,0,1,0,1,0,0
4272,encyclopedia,0,0,0,0,0,0,1,0,0,1
4273,end,0,0,0,0,0,0,0,0,0,0
4274,endanger,0,1,0,1,0,1,0,0,0,0
4275,endangered,0,0,0,1,0,1,0,0,0,0
4276,endeavor,0,1,0,0,0,0,1,0,0,0
4277,ended,0,0,0,0,0,0,0,0,0,0
4278,endemic,0,0,1,1,0,1,0,1,0,0
4279,ending,0,0,0,0,0,0,0,0,0,0
4280,endless,1,0,0,1,1,1,1,1,0,1
4281,endocarditis,0,0,0,1,0,0,0,1,0,0
4282,endorsement,0,0,0,0,0,0,0,0,0,0
4283,endow,0,0,0,0,0,0,1,0,0,1
4284,endowed,0,0,0,0,0,0,1,0,0,0
4285,endowment,0,0,0,0,0,0,1,0,0,1
4286,endpapers,0,0,0,0,0,0,0,0,0,0
4287,endpoint,0,0,0,0,0,0,0,0,0,0
4288,endurance,0,0,0,0,0,0,1,0,0,0
4289,endure,0,0,0,0,0,0,1,0,0,0
4290,enema,0,0,1,0,0,0,0,0,0,0
4291,enemy,1,0,1,1,0,1,0,0,0,0
4292,energetic,0,0,0,0,0,0,1,0,0,0
4293,energy,0,0,0,0,0,0,0,0,0,0
4294,enforce,1,0,0,1,0,1,1,0,0,0
4295,enforcement,0,0,0,0,0,1,0,0,0,0
4296,engage,0,0,0,0,0,0,0,0,0,0
4297,engaged,0,1,0,0,1,0,1,0,0,1
4298,engagement,0,0,0,0,0,0,0,0,0,0
4299,engaging,0,0,0,0,1,0,1,0,0,1
4300,engender,0,0,0,0,0,0,0,0,0,0
4301,engine,0,0,0,0,0,0,0,0,0,0
4302,engineer,0,0,0,0,0,0,0,0,0,0
4303,engineering,0,0,0,0,0,0,0,0,0,0
4304,engrave,0,0,0,0,0,0,0,0,0,0
4305,engraved,0,0,0,0,0,0,0,0,0,0
4306,engraver,0,0,0,0,0,0,0,0,0,0
4307,engraving,0,0,0,0,0,0,0,0,0,0
4308,engrossed,0,0,0,0,0,0,0,0,0,0
4309,engrossing,0,0,0,0,0,0,0,0,0,0
4310,engulf,0,1,0,0,0,0,0,0,0,0
4311,enhance,0,0,0,0,0,0,1,0,0,0
4312,enigma,0,0,0,0,0,0,0,0,0,0
4313,enigmatic,0,0,0,1,0,1,0,0,0,0
4314,enjoin,0,0,0,0,0,0,0,0,0,0
4315,enjoy,0,1,0,0,1,0,1,0,0,1
4316,enjoying,0,1,0,0,1,0,1,0,0,1
4317,enlarged,0,0,0,0,0,0,0,0,0,0
4318,enlargement,0,0,0,0,0,0,0,0,0,0
4319,enlighten,0,0,0,0,1,0,1,0,0,1
4320,enlightenment,0,0,0,0,1,0,1,0,0,1
4321,enlist,0,0,0,0,0,0,0,0,0,0
4322,enliven,0,0,0,0,1,0,1,0,1,1
4323,enmity,1,0,0,1,0,1,0,1,0,0
4324,enormity,0,0,0,0,0,0,0,0,0,0
4325,enormous,0,0,0,0,0,0,0,0,0,0
4326,enormously,0,0,0,0,0,0,0,0,0,0
4327,enrich,0,0,0,0,0,0,1,0,0,0
4328,enroll,0,1,0,0,0,0,0,0,0,1
4329,ensemble,0,0,0,0,0,0,1,0,0,1
4330,ensign,0,0,0,0,0,0,1,0,0,0
4331,enslave,0,0,0,0,0,1,0,0,0,0
4332,enslaved,1,0,1,1,0,1,0,1,0,0
4333,enslavement,0,0,0,0,0,1,0,0,0,0
4334,ensue,0,0,0,0,0,0,0,0,0,0
4335,ensure,0,0,0,0,0,0,0,0,0,0
4336,entail,0,0,0,0,0,0,0,0,0,0
4337,entangled,1,0,1,1,0,1,0,1,0,0
4338,entanglement,0,0,0,0,0,1,0,0,0,0
4339,enter,0,0,0,0,0,0,0,0,0,0
4340,enterprise,0,0,0,0,0,0,0,0,0,0
4341,enterprising,0,0,0,0,0,0,1,0,0,0
4342,entertain,0,0,0,0,1,0,1,0,0,0
4343,entertained,0,0,0,0,1,0,1,0,0,0
4344,entertaining,0,1,0,0,1,0,1,0,0,0
4345,entertainment,0,1,0,0,1,0,1,0,1,1
4346,enthusiasm,0,1,0,0,1,0,1,0,1,0
4347,enthusiast,0,1,0,0,1,0,1,0,1,0
4348,entice,0,0,0,0,0,0,0,0,0,0
4349,entire,0,0,0,0,0,0,0,0,0,0
4350,entirety,0,0,0,0,0,0,0,0,0,0
4351,entitle,0,0,0,0,0,0,0,0,0,0
4352,entity,0,0,0,0,0,0,0,0,0,0
4353,entomology,0,0,0,0,0,0,0,0,0,0
4354,entrails,0,0,1,0,0,1,0,0,0,0
4355,entrance,0,0,0,0,0,0,0,0,0,0
4356,entreat,0,0,0,0,0,0,0,0,0,0
4357,entree,0,0,0,0,0,0,0,0,0,0
4358,entrepreneur,0,0,0,0,0,0,0,0,0,0
4359,entrust,0,0,0,0,0,0,0,0,0,1
4360,entry,0,0,0,0,0,0,0,0,0,0
4361,enumerate,0,0,0,0,0,0,0,0,0,0
4362,enumeration,0,0,0,0,0,0,0,0,0,0
4363,envelope,0,0,0,0,0,0,0,0,0,0
4364,envious,0,0,0,0,0,1,0,0,0,0
4365,environ,0,0,0,0,0,0,1,0,0,0
4366,environment,0,0,0,0,0,0,0,0,0,0
4367,environs,0,0,0,0,0,0,0,0,0,0
4368,envision,0,0,0,0,0,0,0,0,0,0
4369,envoy,0,0,0,0,0,0,0,0,0,0
4370,ephemeral,0,0,0,0,0,0,0,0,0,0
4371,ephemeris,0,0,0,0,0,0,1,0,0,0
4372,epic,0,0,0,0,0,0,1,0,0,0
4373,epidemic,1,1,1,1,0,1,0,1,1,0
4374,epidermis,0,0,0,0,0,0,0,0,0,0
4375,epilepsy,0,0,0,0,0,1,0,0,0,0
4376,epilogue,0,0,0,0,0,0,0,0,0,0
4377,episcopal,0,0,0,0,0,0,0,0,0,1
4378,episode,0,0,0,0,0,0,0,0,0,0
4379,episodic,0,0,0,0,0,0,0,0,0,0
4380,epistle,0,0,0,0,0,0,0,0,0,0
4381,epitaph,0,0,0,0,0,0,0,1,0,0
4382,epithet,0,0,0,0,0,0,0,0,0,0
4383,epitome,0,0,0,0,0,0,1,0,0,0
4384,epoch,0,0,0,0,0,0,0,0,0,0
4385,equal,0,0,0,0,0,0,0,0,0,0
4386,equality,0,0,0,0,1,0,1,0,0,1
4387,equalization,0,0,0,0,0,0,0,0,0,0
4388,equalize,0,0,0,0,0,0,0,0,0,0
4389,equally,0,0,0,0,0,0,1,0,0,0
4390,equate,0,0,0,0,0,0,0,0,0,0
4391,equation,0,0,0,0,0,0,0,0,0,0
4392,equator,0,0,0,0,0,0,0,0,0,0
4393,equatorial,0,0,0,0,0,0,0,0,0,0
4394,equestrian,0,0,0,0,0,0,0,0,0,0
4395,equidistant,0,0,0,0,0,0,0,0,0,0
4396,equilibration,0,0,0,0,0,0,0,0,0,0
4397,equilibrium,0,0,0,0,0,0,1,0,0,0
4398,equip,0,0,0,0,0,0,0,0,0,0
4399,equipment,0,0,0,0,0,0,0,0,0,0
4400,equitable,0,0,0,0,0,0,0,0,0,0
4401,equity,0,0,0,0,0,0,1,0,0,0
4402,equivalence,0,0,0,0,0,0,0,0,0,0
4403,equivalent,0,0,0,0,0,0,0,0,0,0
4404,equivocal,0,0,0,0,0,0,0,0,0,0
4405,era,0,0,0,0,0,0,0,0,0,0
4406,eradicate,1,0,0,0,0,1,0,0,0,0
4407,eradication,1,0,1,1,0,1,0,0,0,0
4408,erase,0,0,0,1,0,1,0,0,0,0
4409,erasure,0,0,0,0,0,0,0,0,0,0
4410,ere,0,0,0,0,0,0,0,0,0,0
4411,erect,0,0,0,0,0,0,0,0,0,0
4412,erection,0,0,0,0,0,0,0,0,0,0
4413,ergo,0,0,0,0,0,0,0,0,0,0
4414,erode,0,0,0,0,0,0,0,0,0,0
4415,erosion,0,0,0,0,0,1,0,0,0,0
4416,erotic,0,1,0,0,1,1,1,0,1,1
4417,err,0,0,0,0,0,1,0,0,0,0
4418,errand,0,1,0,0,0,0,1,0,0,1
4419,errant,0,0,0,0,0,1,0,0,0,0
4420,erratic,0,0,0,0,0,1,0,0,1,0
4421,erratum,0,0,0,0,0,1,0,0,0,0
4422,erroneous,0,0,0,0,0,1,0,0,0,0
4423,error,0,0,0,0,0,1,0,1,0,0
4424,erst,0,0,0,0,0,0,0,0,0,0
4425,erudite,0,0,0,0,0,0,1,0,0,0
4426,erupt,1,0,0,0,0,1,0,0,1,0
4427,eruption,1,0,0,1,0,1,0,0,1,0
4428,escalade,0,0,0,0,0,0,0,0,0,0
4429,escalate,1,0,0,0,0,1,0,0,0,0
4430,escalator,0,0,0,0,0,0,0,0,0,0
4431,escape,0,1,0,1,0,1,1,0,0,0
4432,escaped,0,0,0,1,0,0,0,0,0,0
4433,escarpment,0,0,0,0,0,0,0,0,0,0
4434,eschew,1,0,0,0,0,1,0,1,0,0
4435,escort,0,0,0,0,0,0,0,0,0,1
4436,esoteric,0,0,0,0,0,0,0,0,0,0
4437,especial,0,0,0,0,0,0,0,0,0,0
4438,espionage,0,0,0,0,0,1,0,0,0,0
4439,espouse,0,0,0,0,0,0,0,0,0,0
4440,esprit,0,0,0,0,0,0,1,0,0,0
4441,essay,0,0,0,0,0,0,0,0,0,0
4442,essayist,0,0,0,0,0,0,0,0,0,0
4443,essence,0,0,0,0,0,0,0,0,0,0
4444,essential,0,0,0,0,0,0,1,0,0,0
4445,essentially,0,0,0,0,0,0,0,0,0,0
4446,establish,0,0,0,0,0,0,0,0,0,1
4447,established,0,0,0,0,1,0,1,0,0,0
4448,establishment,0,0,0,0,0,0,0,0,0,0
4449,estate,0,0,0,0,0,0,0,0,0,0
4450,esteem,0,0,0,0,1,0,1,1,0,1
4451,esthetic,0,0,0,0,0,0,1,0,0,0
4452,estimate,0,0,0,0,0,0,0,0,0,0
4453,estimation,0,0,0,0,0,0,0,0,0,0
4454,estoppel,0,0,0,0,0,0,0,0,0,0
4455,estranged,0,0,0,0,0,1,0,0,0,0
4456,estrogen,0,0,0,0,0,0,0,0,0,0
4457,estuary,0,0,0,0,0,0,0,0,0,0
4458,etch,0,0,0,0,0,0,0,0,0,0
4459,etching,0,0,0,0,0,0,0,0,0,0
4460,eternal,0,0,0,0,0,0,0,0,0,0
4461,eternity,0,0,0,0,0,0,0,0,0,0
4462,ethanol,0,0,0,0,0,0,0,0,0,0
4463,ether,0,0,0,0,0,0,0,0,0,0
4464,ethereal,0,0,0,1,0,0,0,0,0,0
4465,ethical,0,0,0,0,0,0,1,0,0,0
4466,ethics,0,0,0,0,0,0,1,0,0,0
4467,ethnography,0,0,0,0,0,0,0,0,0,0
4468,etiology,0,0,0,0,0,0,0,0,0,0
4469,etiquette,0,0,0,0,0,0,0,0,0,0
4470,etymology,0,0,0,0,0,0,0,0,0,0
4471,euchre,0,0,0,0,0,0,0,0,0,0
4472,eugenics,0,0,0,0,0,0,0,0,0,0
4473,eulogy,0,0,0,0,0,0,0,0,0,0
4474,euphemism,0,0,0,0,0,0,0,0,0,0
4475,euthanasia,0,0,0,1,0,1,0,1,0,0
4476,evacuate,0,0,0,1,0,1,0,0,0,0
4477,evacuation,0,0,0,0,0,1,0,0,0,0
4478,evade,1,0,1,1,0,1,0,0,0,0
